pickup,destination,distance,time,passengers,payment_type,temperature,weather_condition,traffic_condition,fare_amount
Bhaktapur,Dharan,5.1,45,1,cash,24,cloudy,heavy,1479
Biratnagar,Chitwan,3.3,17,2,credit card,24,clear,heavy,1108
Kathmandu,Chitwan,2.1,18,2,credit card,24,rainy,light,625
Butwal,Chitwan,5.6,29,1,credit card,15,rainy,light,1178
Pokhara,Bhaktapur,7.8,31,3,cash,30,rainy,heavy,2074
Butwal,Lalitpur,4.2,42,1,credit card,22,rainy,heavy,1712
Kathmandu,Birgunj,2.1,13,1,credit card,17,cloudy,heavy,740
Butwal,Birgunj,8.5,27,2,cash,21,clear,moderate,1235
Bhaktapur,Lalitpur,6.1,54,2,cash,18,clear,moderate,1218
Patan,Dharan,5.1,36,3,cash,20,cloudy,moderate,983
Birgunj,Chitwan,4.5,22,3,cash,22,clear,light,783
Kathmandu,Pokhara,1.2,58,2,cash,17,cloudy,light,806
Birgunj,Patan,4.5,45,3,cash,30,cloudy,heavy,1547
Birgunj,Chitwan,5.4,5,1,credit card,18,cloudy,heavy,1104
Bhaktapur,Biratnagar,2.8,51,2,cash,23,clear,moderate,870
Bhaktapur,Pokhara,6.8,35,4,credit card,21,clear,light,1488
Dharan,Biratnagar,1.7,5,4,cash,26,cloudy,moderate,382
Biratnagar,Patan,4.8,27,3,credit card,29,clear,light,1037
Birgunj,Pokhara,5.8,27,3,credit card,22,rainy,moderate,1297
Biratnagar,Birgunj,6.9,9,1,cash,23,cloudy,light,862
Lalitpur,Biratnagar,4.6,18,2,credit card,20,cloudy,heavy,1340
Butwal,Chitwan,9.5,42,1,credit card,27,rainy,light,1884
Patan,Biratnagar,5.3,54,2,credit card,28,clear,moderate,1387
Dharan,Patan,9.4,5,1,cash,18,cloudy,moderate,997
Patan,Biratnagar,4.6,13,1,cash,27,rainy,moderate,687
Bhaktapur,Lalitpur,4.7,58,2,cash,29,clear,moderate,1136
Biratnagar,Patan,7.5,29,1,credit card,20,clear,light,1268
Patan,Kathmandu,3.4,20,2,credit card,25,clear,light,817
Birgunj,Dharan,6.6,39,3,credit card,23,rainy,moderate,1592
Kathmandu,Dharan,4.4,26,2,cash,16,clear,heavy,1168
Chitwan,Biratnagar,2.9,34,2,credit card,25,rainy,light,972
Patan,Pokhara,4.5,15,2,credit card,16,clear,moderate,840
Butwal,Bhaktapur,9.0,17,4,credit card,25,cloudy,moderate,1516
Chitwan,Birgunj,1.6,14,4,cash,15,cloudy,light,523
Lalitpur,Bhaktapur,6.4,40,4,cash,24,cloudy,heavy,1887
Kathmandu,Pokhara,4.8,22,4,cash,23,rainy,light,991
Chitwan,Pokhara,5.1,35,2,credit card,29,cloudy,light,1132
Dharan,Biratnagar,9.9,22,4,cash,26,cloudy,moderate,1452
Pokhara,Kathmandu,4.2,52,2,credit card,25,clear,heavy,1921
Patan,Pokhara,3.0,20,3,credit card,23,cloudy,moderate,776
Patan,Kathmandu,8.2,59,4,credit card,17,cloudy,heavy,2914
Butwal,Pokhara,5.1,25,1,credit card,23,rainy,moderate,1075
Chitwan,Lalitpur,1.9,48,3,cash,21,rainy,heavy,1361
Bhaktapur,Chitwan,2.4,14,2,cash,21,clear,moderate,527
Lalitpur,Dharan,7.2,23,4,credit card,16,clear,heavy,2094
Lalitpur,Dharan,5.0,34,3,credit card,20,clear,moderate,1206
Dharan,Chitwan,5.8,35,4,credit card,21,cloudy,light,1350
Pokhara,Kathmandu,8.4,49,2,cash,21,clear,heavy,2164
Pokhara,Biratnagar,2.6,39,4,credit card,17,rainy,heavy,1727
Kathmandu,Biratnagar,4.8,12,2,cash,30,cloudy,heavy,1010
Chitwan,Lalitpur,1.9,40,4,cash,26,clear,moderate,830
Dharan,Bhaktapur,2.9,47,4,cash,19,cloudy,light,942
Dharan,Pokhara,0.9,11,2,cash,15,clear,moderate,312
Dharan,Biratnagar,5.5,30,1,credit card,22,rainy,heavy,1798
Birgunj,Bhaktapur,8.4,9,3,credit card,20,clear,moderate,1324
Kathmandu,Chitwan,6.3,14,1,cash,25,clear,heavy,1184
Butwal,Patan,7.6,9,3,cash,27,clear,moderate,1046
Bhaktapur,Pokhara,9.0,23,2,cash,23,clear,heavy,1830
Dharan,Butwal,7.2,43,3,cash,24,rainy,light,1398
Lalitpur,Chitwan,1.2,10,2,credit card,16,rainy,heavy,608
Patan,Butwal,4.3,50,2,cash,21,cloudy,moderate,1069
Kathmandu,Bhaktapur,7.9,29,4,credit card,29,cloudy,heavy,2334
Chitwan,Biratnagar,7.2,17,2,cash,17,cloudy,heavy,1532
Birgunj,Butwal,0.9,44,1,credit card,15,cloudy,moderate,726
Pokhara,Birgunj,9.1,5,2,credit card,20,cloudy,light,1227
Butwal,Biratnagar,3.5,18,3,credit card,17,cloudy,moderate,780
Bhaktapur,Pokhara,3.6,44,3,cash,17,rainy,light,1071
Pokhara,Patan,1.7,48,1,cash,22,rainy,heavy,1155
Biratnagar,Bhaktapur,5.4,52,4,cash,19,clear,light,1267
Patan,Lalitpur,8.1,12,3,cash,22,cloudy,light,1108
Chitwan,Dharan,3.4,34,1,credit card,30,clear,moderate,889
Lalitpur,Kathmandu,6.4,44,4,credit card,23,rainy,heavy,2548
Biratnagar,Lalitpur,6.4,29,4,cash,20,rainy,heavy,1895
Chitwan,Dharan,8.0,44,2,cash,20,rainy,heavy,2210
Dharan,Chitwan,4.8,17,4,cash,30,cloudy,heavy,1244
Dharan,Butwal,5.9,27,4,cash,19,rainy,moderate,1132
Chitwan,Kathmandu,3.3,18,1,credit card,25,clear,heavy,1010
Birgunj,Lalitpur,5.8,46,3,credit card,26,rainy,moderate,1616
Biratnagar,Pokhara,5.6,43,4,credit card,16,clear,light,1439
Butwal,Lalitpur,7.1,26,4,cash,26,cloudy,heavy,1720
Pokhara,Dharan,6.0,27,2,credit card,26,rainy,moderate,1258
Patan,Biratnagar,6.3,49,1,credit card,29,clear,moderate,1449
Birgunj,Biratnagar,8.0,24,2,credit card,19,rainy,moderate,1553
Kathmandu,Biratnagar,1.1,11,4,cash,15,clear,moderate,383
Lalitpur,Bhaktapur,1.0,37,1,cash,15,clear,light,477
Pokhara,Bhaktapur,6.8,5,2,cash,27,clear,moderate,846
Kathmandu,Birgunj,3.3,53,3,cash,23,cloudy,light,1008
Butwal,Patan,2.2,35,1,credit card,27,rainy,light,865
Butwal,Pokhara,7.7,23,2,credit card,16,rainy,light,1495
Biratnagar,Bhaktapur,7.6,58,3,credit card,21,cloudy,moderate,1761
Pokhara,Kathmandu,6.7,13,2,credit card,22,cloudy,heavy,1651
Patan,Pokhara,1.8,26,2,credit card,22,rainy,heavy,1036
Bhaktapur,Lalitpur,9.2,27,4,credit card,28,cloudy,heavy,2520
Patan,Kathmandu,3.0,33,2,cash,15,cloudy,light,749
Birgunj,Pokhara,3.6,24,3,cash,21,rainy,heavy,1266
Bhaktapur,Butwal,2.9,39,4,cash,28,cloudy,heavy,1316
Bhaktapur,Patan,9.1,10,2,credit card,16,rainy,light,1514
Biratnagar,Lalitpur,4.7,34,4,credit card,26,rainy,heavy,2027
Dharan,Pokhara,9.3,60,2,credit card,21,clear,light,1982
Lalitpur,Birgunj,3.0,11,3,cash,24,rainy,moderate,628
Butwal,Kathmandu,4.9,60,1,credit card,30,rainy,heavy,2266
Dharan,Patan,4.9,16,2,cash,20,clear,light,777
Chitwan,Bhaktapur,4.4,8,1,cash,26,cloudy,light,562
Bhaktapur,Pokhara,7.2,45,2,credit card,15,clear,light,1563
Chitwan,Patan,7.1,6,4,credit card,27,cloudy,moderate,1157
Biratnagar,Pokhara,7.0,46,4,credit card,21,rainy,heavy,2742
Patan,Pokhara,9.2,25,1,credit card,23,clear,heavy,2187
Dharan,Biratnagar,8.0,31,1,cash,22,rainy,moderate,1296
Chitwan,Butwal,0.7,43,2,cash,26,clear,heavy,869
Butwal,Chitwan,2.2,8,3,cash,22,cloudy,heavy,701
Biratnagar,Butwal,1.5,25,3,cash,27,clear,heavy,813
Dharan,Biratnagar,3.2,46,1,cash,21,cloudy,heavy,1290
Bhaktapur,Patan,4.4,41,1,credit card,28,rainy,heavy,1742
Bhaktapur,Dharan,6.0,27,2,credit card,19,clear,heavy,1785
Biratnagar,Birgunj,2.6,52,4,cash,26,cloudy,light,992
Biratnagar,Lalitpur,8.8,29,2,cash,16,clear,light,1246
Pokhara,Birgunj,5.7,45,2,credit card,23,clear,moderate,1387
Kathmandu,Patan,8.2,5,3,credit card,27,clear,heavy,1839
Birgunj,Patan,6.7,22,2,credit card,21,clear,heavy,1733
Chitwan,Pokhara,3.8,31,1,credit card,21,cloudy,light,844
Butwal,Dharan,9.6,33,1,cash,21,cloudy,moderate,1341
Butwal,Birgunj,2.2,17,2,credit card,20,rainy,light,635
Dharan,Birgunj,6.0,7,4,credit card,18,rainy,moderate,1153
Lalitpur,Kathmandu,5.5,11,3,credit card,16,rainy,heavy,1618
Butwal,Birgunj,6.7,24,2,cash,15,clear,heavy,1554
Kathmandu,Lalitpur,2.0,60,1,cash,17,cloudy,light,858
Patan,Dharan,3.3,40,1,credit card,29,cloudy,light,986
Patan,Chitwan,3.0,38,4,cash,24,rainy,moderate,1011
Lalitpur,Biratnagar,6.9,39,4,cash,25,cloudy,heavy,1906
Birgunj,Butwal,4.9,25,2,credit card,24,rainy,heavy,1656
Dharan,Butwal,4.5,40,2,credit card,23,cloudy,light,1122
Birgunj,Lalitpur,2.9,32,1,credit card,27,clear,heavy,1153
Lalitpur,Birgunj,8.5,5,2,credit card,27,rainy,moderate,1365
Bhaktapur,Butwal,2.2,27,3,cash,23,rainy,heavy,1100
Bhaktapur,Pokhara,1.1,60,3,credit card,16,clear,heavy,1591
Biratnagar,Patan,2.5,5,3,credit card,18,rainy,light,600
Butwal,Kathmandu,9.2,41,2,credit card,17,rainy,light,1847
Biratnagar,Dharan,4.9,14,3,credit card,24,rainy,heavy,1591
Lalitpur,Birgunj,7.2,55,4,cash,24,clear,heavy,2177
Pokhara,Chitwan,1.4,59,4,credit card,17,clear,heavy,1704
Chitwan,Kathmandu,8.5,8,1,cash,27,clear,moderate,994
Pokhara,Dharan,4.3,39,2,cash,19,cloudy,heavy,1430
Bhaktapur,Butwal,2.5,48,2,cash,26,clear,moderate,877
Kathmandu,Butwal,2.5,44,1,credit card,30,clear,heavy,1359
Bhaktapur,Kathmandu,2.1,22,3,cash,15,cloudy,light,600
Pokhara,Birgunj,4.2,42,4,credit card,27,cloudy,heavy,1904
Dharan,Kathmandu,4.7,33,4,credit card,28,clear,light,1156
Lalitpur,Bhaktapur,8.0,19,2,credit card,26,cloudy,light,1316
Chitwan,Birgunj,9.6,36,4,cash,20,clear,light,1528
Butwal,Patan,4.7,22,1,credit card,24,rainy,heavy,1491
Bhaktapur,Kathmandu,4.6,49,3,credit card,18,rainy,moderate,1497
Lalitpur,Pokhara,2.1,32,3,credit card,24,clear,light,786
Butwal,Kathmandu,1.3,14,4,cash,18,rainy,moderate,487
Chitwan,Birgunj,8.5,12,1,cash,27,rainy,moderate,1099
Dharan,Pokhara,2.6,40,1,credit card,19,clear,heavy,1294
Pokhara,Butwal,1.6,30,3,cash,17,clear,moderate,583
Lalitpur,Patan,2.2,57,2,credit card,26,cloudy,heavy,1571
Kathmandu,Pokhara,3.4,44,3,cash,16,rainy,light,1031
Pokhara,Birgunj,1.8,40,3,credit card,17,cloudy,moderate,845
Birgunj,Lalitpur,0.6,38,3,cash,23,cloudy,heavy,898
Biratnagar,Kathmandu,6.0,26,2,cash,24,clear,moderate,931
Biratnagar,Chitwan,1.4,54,4,credit card,15,cloudy,light,1044
Lalitpur,Biratnagar,7.3,26,3,credit card,30,cloudy,heavy,2012
Chitwan,Kathmandu,8.9,28,1,cash,30,clear,moderate,1218
Dharan,Kathmandu,7.6,23,1,cash,18,rainy,light,1114
Chitwan,Patan,3.3,30,4,credit card,15,cloudy,moderate,995
Kathmandu,Birgunj,1.0,35,1,cash,27,cloudy,heavy,765
Chitwan,Pokhara,8.1,46,2,credit card,19,cloudy,heavy,2512
Lalitpur,Birgunj,6.5,7,2,cash,27,cloudy,moderate,867
Butwal,Lalitpur,9.0,47,2,credit card,25,clear,heavy,2672
Lalitpur,Dharan,2.5,5,3,credit card,19,cloudy,heavy,801
Patan,Kathmandu,1.8,52,1,cash,22,rainy,light,865
Dharan,Pokhara,9.4,43,3,credit card,15,cloudy,moderate,1848
Lalitpur,Patan,1.2,7,1,cash,17,cloudy,moderate,217
Chitwan,Pokhara,7.4,21,2,cash,18,rainy,moderate,1176
Biratnagar,Kathmandu,3.3,29,4,credit card,21,rainy,light,1071
Butwal,Lalitpur,7.9,41,3,credit card,27,cloudy,heavy,2423
Chitwan,Biratnagar,1.1,40,2,credit card,27,clear,light,696
Bhaktapur,Kathmandu,6.2,50,4,cash,22,cloudy,moderate,1346
Lalitpur,Dharan,9.7,48,3,credit card,25,cloudy,heavy,2928
Dharan,Kathmandu,1.6,29,1,credit card,30,rainy,moderate,706
Biratnagar,Dharan,3.7,30,3,credit card,29,rainy,moderate,1053
Chitwan,Lalitpur,7.5,29,4,cash,20,clear,light,1255
Chitwan,Dharan,7.4,10,4,credit card,18,cloudy,moderate,1209
Chitwan,Dharan,4.6,13,1,cash,21,clear,moderate,690
Lalitpur,Dharan,7.7,47,4,credit card,27,cloudy,light,1771
Lalitpur,Kathmandu,0.7,57,1,credit card,30,clear,heavy,1278
Biratnagar,Patan,8.7,20,3,cash,28,cloudy,heavy,1869
Lalitpur,Dharan,7.8,48,1,cash,18,clear,light,1295
Patan,Birgunj,5.4,48,2,cash,27,cloudy,moderate,1101
Chitwan,Patan,5.6,25,4,credit card,28,clear,heavy,1820
Lalitpur,Chitwan,2.5,5,3,cash,24,clear,moderate,450
Biratnagar,Birgunj,3.7,31,3,credit card,15,clear,heavy,1467
Dharan,Patan,6.2,21,3,credit card,29,rainy,light,1319
Bhaktapur,Dharan,0.9,32,2,credit card,23,rainy,moderate,633
Kathmandu,Dharan,1.6,32,1,cash,29,clear,heavy,833
Bhaktapur,Chitwan,9.5,35,1,credit card,23,rainy,moderate,1822
Butwal,Patan,6.2,14,3,cash,28,clear,moderate,904
Butwal,Patan,3.1,27,1,credit card,29,cloudy,light,801
Kathmandu,Patan,3.3,16,1,credit card,17,cloudy,light,630
Birgunj,Butwal,7.9,33,2,credit card,26,clear,light,1507
Kathmandu,Pokhara,4.2,6,4,cash,17,clear,light,659
Birgunj,Bhaktapur,8.7,32,4,credit card,16,rainy,moderate,1844
Chitwan,Patan,9.7,32,1,cash,18,rainy,heavy,2205
Pokhara,Patan,9.8,6,2,cash,27,cloudy,moderate,1100
Birgunj,Patan,1.9,37,4,credit card,15,rainy,light,1034
Biratnagar,Lalitpur,7.4,36,3,cash,23,rainy,heavy,2039
Dharan,Pokhara,4.4,20,3,credit card,22,cloudy,heavy,1464
Kathmandu,Bhaktapur,7.8,46,4,cash,25,rainy,moderate,1553
Dharan,Birgunj,6.4,59,4,credit card,16,clear,heavy,2594
Butwal,Chitwan,3.1,52,1,cash,20,rainy,light,918
Patan,Biratnagar,1.8,55,2,cash,21,clear,heavy,1233
Bhaktapur,Biratnagar,8.6,18,1,cash,16,rainy,light,1184
Pokhara,Dharan,4.8,59,2,credit card,27,rainy,moderate,1587
Lalitpur,Kathmandu,9.9,19,4,cash,16,clear,light,1350
Bhaktapur,Pokhara,6.0,49,2,cash,20,clear,moderate,1145
Patan,Lalitpur,0.6,23,3,cash,20,cloudy,light,417
Biratnagar,Bhaktapur,3.9,32,2,cash,17,clear,heavy,1176
Bhaktapur,Biratnagar,2.2,48,2,cash,27,cloudy,light,821
Birgunj,Chitwan,3.4,52,1,credit card,18,cloudy,light,1048
Butwal,Bhaktapur,1.4,20,4,cash,23,rainy,light,581
Chitwan,Dharan,6.2,17,3,credit card,19,clear,moderate,1148
Birgunj,Dharan,4.6,46,4,credit card,27,cloudy,moderate,1300
Butwal,Patan,7.3,26,4,credit card,29,clear,light,1382
Lalitpur,Bhaktapur,9.7,58,1,cash,24,cloudy,light,1624
Butwal,Pokhara,5.8,53,3,cash,20,clear,light,1244
Chitwan,Birgunj,2.4,39,2,credit card,17,clear,moderate,912
Dharan,Biratnagar,8.0,40,2,credit card,18,rainy,light,1689
Bhaktapur,Chitwan,7.6,29,3,cash,29,clear,light,1208
Birgunj,Kathmandu,4.1,52,1,credit card,30,cloudy,light,1195
Pokhara,Patan,7.4,22,1,cash,26,rainy,moderate,1092
Lalitpur,Patan,4.0,25,3,cash,24,rainy,moderate,908
Lalitpur,Butwal,2.3,29,1,credit card,29,cloudy,moderate,677
Patan,Dharan,4.1,39,1,credit card,19,clear,heavy,1498
Biratnagar,Lalitpur,4.4,17,3,credit card,21,clear,moderate,930
Lalitpur,Chitwan,2.0,14,2,cash,29,clear,light,469
Dharan,Butwal,1.7,34,4,cash,25,rainy,light,771
Chitwan,Patan,1.9,37,4,credit card,28,rainy,moderate,997
Dharan,Kathmandu,3.8,17,1,credit card,30,rainy,moderate,767
Lalitpur,Patan,8.6,17,4,cash,30,cloudy,heavy,1852
Butwal,Birgunj,3.6,8,3,cash,28,clear,moderate,555
Birgunj,Biratnagar,8.0,28,3,cash,15,rainy,moderate,1385
Chitwan,Lalitpur,7.5,44,4,cash,29,clear,light,1358
Bhaktapur,Kathmandu,6.5,11,4,credit card,26,rainy,moderate,1248
Lalitpur,Dharan,6.3,36,1,cash,30,rainy,moderate,1115
Lalitpur,Pokhara,0.7,50,4,cash,20,clear,light,759
Birgunj,Biratnagar,7.5,37,2,credit card,26,cloudy,moderate,1445
Biratnagar,Kathmandu,4.3,22,2,credit card,15,clear,moderate,906
Kathmandu,Bhaktapur,1.2,45,2,credit card,17,cloudy,light,763
Butwal,Pokhara,1.8,19,3,credit card,26,clear,moderate,669
Biratnagar,Butwal,6.7,43,1,cash,20,cloudy,heavy,1678
Lalitpur,Pokhara,6.2,45,3,cash,18,cloudy,light,1267
Biratnagar,Bhaktapur,7.5,32,1,credit card,19,cloudy,light,1385
Pokhara,Kathmandu,4.2,13,2,credit card,21,cloudy,heavy,1169
Butwal,Biratnagar,2.1,42,1,credit card,22,cloudy,light,820
Butwal,Chitwan,1.2,60,3,cash,24,rainy,light,969
Butwal,Chitwan,0.9,13,3,cash,19,cloudy,heavy,572
Biratnagar,Kathmandu,9.5,6,1,credit card,28,cloudy,heavy,1935
Birgunj,Pokhara,4.5,60,1,cash,27,clear,heavy,1620
Pokhara,Kathmandu,5.9,5,3,cash,22,cloudy,light,829
Lalitpur,Butwal,4.0,8,4,credit card,26,cloudy,light,843
Birgunj,Butwal,2.3,46,1,credit card,25,cloudy,heavy,1335
Lalitpur,Bhaktapur,5.8,25,3,cash,28,rainy,light,1100
Birgunj,Dharan,3.3,55,2,cash,24,rainy,heavy,1623
Kathmandu,Chitwan,6.6,12,1,credit card,19,cloudy,light,1003
Biratnagar,Butwal,0.6,25,2,credit card,27,cloudy,light,455
Lalitpur,Pokhara,8.7,26,1,credit card,17,clear,heavy,2157
Lalitpur,Patan,7.0,21,3,credit card,21,cloudy,moderate,1307
Chitwan,Pokhara,4.6,58,3,cash,18,cloudy,heavy,1785
Kathmandu,Biratnagar,5.5,29,1,credit card,15,cloudy,light,1056
Kathmandu,Patan,3.5,18,4,cash,21,clear,light,766
Biratnagar,Kathmandu,8.1,42,3,cash,21,cloudy,heavy,2040
Dharan,Birgunj,0.7,21,3,cash,16,cloudy,moderate,443
Butwal,Chitwan,4.6,26,1,cash,23,rainy,moderate,858
Pokhara,Chitwan,9.1,48,1,cash,16,cloudy,heavy,2116
Biratnagar,Birgunj,3.0,57,4,cash,15,clear,heavy,1642
Birgunj,Biratnagar,5.5,9,3,credit card,22,rainy,light,996
Lalitpur,Dharan,3.3,30,4,cash,23,clear,light,782
Chitwan,Bhaktapur,8.8,55,4,cash,23,cloudy,heavy,2492
Kathmandu,Dharan,9.5,36,3,cash,16,rainy,heavy,2378
Biratnagar,Butwal,3.2,51,4,cash,24,rainy,light,1112
Biratnagar,Pokhara,1.7,12,1,cash,16,clear,moderate,330
Dharan,Patan,3.0,19,4,credit card,21,cloudy,moderate,797
Patan,Lalitpur,1.1,37,2,cash,30,rainy,heavy,1007
Kathmandu,Butwal,8.2,41,4,cash,18,clear,moderate,1406
Bhaktapur,Butwal,1.5,28,2,cash,22,rainy,light,610
Butwal,Pokhara,8.4,12,1,credit card,18,rainy,heavy,1950
Kathmandu,Birgunj,5.3,26,2,credit card,24,cloudy,light,1056
Chitwan,Lalitpur,4.4,11,3,credit card,30,cloudy,light,827
Kathmandu,Biratnagar,7.8,42,2,cash,15,rainy,moderate,1451
Kathmandu,Pokhara,4.2,17,4,credit card,25,clear,moderate,977
Patan,Butwal,5.3,46,1,cash,23,cloudy,light,1028
Patan,Pokhara,7.2,56,1,credit card,27,rainy,moderate,1753
Birgunj,Patan,8.8,59,3,credit card,29,rainy,moderate,2157
Kathmandu,Butwal,7.3,20,2,credit card,22,rainy,heavy,2088
Dharan,Biratnagar,4.9,14,4,cash,20,rainy,light,904
Butwal,Dharan,8.7,39,1,credit card,18,cloudy,moderate,1596
Butwal,Patan,0.6,38,2,credit card,25,clear,light,620
Bhaktapur,Birgunj,6.1,25,2,credit card,18,cloudy,light,1119
Patan,Bhaktapur,3.9,33,1,credit card,17,cloudy,moderate,894
Butwal,Patan,9.5,15,4,cash,20,clear,heavy,1984
Chitwan,Pokhara,6.8,28,3,credit card,22,cloudy,moderate,1306
Chitwan,Bhaktapur,7.3,38,2,credit card,30,clear,light,1417
Butwal,Kathmandu,8.7,23,4,credit card,26,rainy,heavy,2588
Pokhara,Dharan,3.6,22,1,credit card,18,clear,moderate,754
Patan,Birgunj,3.2,39,1,cash,18,rainy,moderate,841
Pokhara,Lalitpur,4.8,28,3,credit card,22,rainy,moderate,1243
Lalitpur,Bhaktapur,9.5,59,4,cash,23,rainy,moderate,1900
Birgunj,Kathmandu,9.6,43,4,credit card,18,cloudy,heavy,2832
Kathmandu,Butwal,2.2,15,4,credit card,27,cloudy,heavy,1071
Birgunj,Biratnagar,7.8,28,1,credit card,24,rainy,light,1462
Lalitpur,Chitwan,6.1,59,2,cash,16,cloudy,moderate,1252
Kathmandu,Chitwan,9.6,21,1,credit card,25,cloudy,moderate,1463
Butwal,Bhaktapur,5.3,43,2,cash,16,cloudy,light,1071
Lalitpur,Pokhara,4.2,52,1,credit card,22,rainy,moderate,1303
Biratnagar,Dharan,1.4,44,2,cash,29,cloudy,moderate,686
Bhaktapur,Biratnagar,3.6,28,1,cash,29,clear,light,670
Biratnagar,Pokhara,2.3,49,4,cash,17,rainy,light,968
Birgunj,Bhaktapur,1.9,22,1,credit card,19,rainy,moderate,588
Bhaktapur,Dharan,7.7,30,4,credit card,25,cloudy,heavy,2323
Pokhara,Dharan,7.0,28,1,cash,24,rainy,heavy,1657
Bhaktapur,Patan,8.4,52,3,credit card,30,cloudy,heavy,2697
Birgunj,Dharan,2.0,23,3,cash,16,clear,moderate,601
Birgunj,Lalitpur,8.3,47,3,credit card,29,rainy,light,1961
Birgunj,Pokhara,1.6,6,2,credit card,26,rainy,light,469
Patan,Kathmandu,2.9,13,4,cash,21,rainy,light,697
Chitwan,Birgunj,5.8,57,2,credit card,29,cloudy,light,1460
Dharan,Pokhara,9.2,37,4,credit card,26,cloudy,moderate,1828
Patan,Birgunj,6.6,35,3,cash,21,cloudy,moderate,1177
Birgunj,Patan,5.2,37,4,credit card,27,cloudy,heavy,1964
Dharan,Bhaktapur,5.2,46,1,credit card,25,clear,heavy,1863
Kathmandu,Butwal,10.0,18,1,credit card,30,cloudy,light,1432
Bhaktapur,Pokhara,9.4,24,2,credit card,22,cloudy,moderate,1511
Dharan,Biratnagar,2.3,38,3,credit card,25,rainy,light,993
Lalitpur,Pokhara,3.1,9,3,cash,16,rainy,moderate,622
Birgunj,Kathmandu,8.8,29,3,cash,17,clear,light,1296
Butwal,Biratnagar,6.1,17,1,cash,22,clear,light,840
Butwal,Biratnagar,2.0,39,2,credit card,22,clear,light,787
Biratnagar,Lalitpur,7.2,48,4,credit card,28,clear,moderate,1719
Butwal,Dharan,9.8,20,3,cash,29,cloudy,light,1296
Birgunj,Pokhara,7.4,12,2,cash,25,clear,heavy,1453
Kathmandu,Pokhara,2.4,15,3,cash,25,cloudy,light,571
Patan,Dharan,2.1,10,2,cash,28,rainy,light,442
Biratnagar,Birgunj,8.0,43,2,cash,18,rainy,light,1453
Kathmandu,Chitwan,1.9,45,1,cash,21,rainy,light,807
Dharan,Butwal,6.7,28,4,credit card,27,clear,heavy,2026
Lalitpur,Birgunj,7.3,44,3,credit card,28,rainy,moderate,1752
Butwal,Patan,2.1,47,3,cash,21,clear,light,802
Patan,Butwal,8.0,38,4,credit card,28,clear,moderate,1619
Biratnagar,Patan,9.2,49,1,credit card,23,clear,light,1761
Bhaktapur,Kathmandu,4.5,23,4,cash,20,rainy,moderate,1015
Patan,Birgunj,8.1,28,4,cash,28,cloudy,light,1260
Birgunj,Bhaktapur,8.3,50,2,credit card,22,clear,light,1727
Biratnagar,Dharan,4.2,36,1,credit card,29,rainy,heavy,1595
Butwal,Dharan,7.5,9,1,cash,28,cloudy,moderate,879
Bhaktapur,Butwal,0.6,33,2,cash,30,cloudy,heavy,716
Chitwan,Biratnagar,4.4,48,1,cash,23,rainy,moderate,1105
Pokhara,Kathmandu,5.7,45,2,credit card,30,rainy,moderate,1447
Kathmandu,Bhaktapur,1.4,5,3,credit card,23,clear,heavy,612
Bhaktapur,Kathmandu,9.9,22,2,credit card,20,clear,light,1621
Birgunj,Bhaktapur,9.4,44,1,credit card,20,cloudy,light,1720
Kathmandu,Pokhara,4.7,25,3,cash,19,clear,heavy,1335
Patan,Butwal,9.6,37,3,cash,22,clear,light,1457
Lalitpur,Bhaktapur,2.4,30,1,credit card,18,cloudy,heavy,1093
Patan,Bhaktapur,1.5,21,2,credit card,20,rainy,light,563
Patan,Dharan,3.4,52,3,credit card,25,rainy,moderate,1314
Chitwan,Biratnagar,8.8,47,1,credit card,21,clear,light,1658
Lalitpur,Birgunj,9.5,29,1,cash,18,clear,heavy,1891
Dharan,Birgunj,4.7,36,4,credit card,19,cloudy,moderate,1254
Butwal,Patan,5.4,28,2,cash,24,rainy,moderate,990
Chitwan,Butwal,4.9,21,4,cash,25,cloudy,moderate,910
Pokhara,Biratnagar,2.1,43,1,credit card,27,rainy,light,937
Butwal,Patan,4.1,26,2,cash,28,rainy,heavy,1291
Chitwan,Lalitpur,0.9,47,1,credit card,18,cloudy,heavy,1075
Chitwan,Patan,8.0,55,4,cash,18,cloudy,moderate,1566
Pokhara,Birgunj,7.4,26,3,cash,16,rainy,light,1309
Birgunj,Bhaktapur,0.6,26,2,cash,18,cloudy,heavy,641
Biratnagar,Birgunj,7.6,43,1,cash,23,cloudy,light,1214
Butwal,Patan,7.5,49,3,cash,18,rainy,light,1498
Lalitpur,Patan,3.1,25,2,credit card,27,rainy,heavy,1331
Lalitpur,Biratnagar,8.2,38,3,credit card,22,rainy,moderate,1748
Dharan,Pokhara,10.0,45,1,credit card,15,rainy,moderate,1969
Chitwan,Birgunj,6.9,14,2,credit card,26,cloudy,heavy,1657
Pokhara,Bhaktapur,3.0,50,3,credit card,29,clear,light,1177
Chitwan,Patan,3.3,44,2,cash,22,cloudy,heavy,1341
Kathmandu,Dharan,8.7,27,2,credit card,23,clear,moderate,1497
Dharan,Pokhara,7.8,44,4,cash,19,clear,light,1401
Pokhara,Birgunj,5.4,53,4,credit card,28,clear,heavy,2311
Pokhara,Biratnagar,0.9,51,4,credit card,25,cloudy,light,1010
Lalitpur,Biratnagar,3.6,32,3,cash,22,cloudy,moderate,830
Pokhara,Chitwan,2.1,29,1,cash,18,cloudy,light,574
